interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0004414,CUST000442,Reliance Auto Enterprises,2024-12-30,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0004416,Follow-up Required,
INT0004415,CUST000442,Reliance Auto Enterprises,2024-12-15,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Joshi,REP000050,INV0004416,Resolved,
INT0004421,CUST000443,Infosys Auto Enterprises,2025-01-18,Email,Dispute Resolution,Created credit note for billing error,Company,Raj Joshi,REP000041,INV0004424,Follow-up Required,
INT0004431,CUST000444,Bharti Auto Enterprises,2024-10-17,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Joshi,REP000044,INV0004431,Follow-up Required,
INT0004432,CUST000444,Bharti Auto Enterprises,2024-11-24,Email,Collection Call,Customer promised payment by next week,Company,Vijay Joshi,REP000043,INV0004431,Resolved,
INT0004433,CUST000444,Bharti Auto Enterprises,2025-01-29,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0004432,Pending,
INT0004434,CUST000444,Bharti Auto Enterprises,2025-02-10,Call,Collection Call,Discussed payment of overdue invoices,Company,Sunita Mishra,REP000035,INV0004431,Follow-up Required,
INT0004435,CUST000444,Bharti Auto Enterprises,2025-03-26,Call,Payment Confirmation,Updated records with new payment details,Company,Anita Gupta,REP000016,INV0004436,Resolved,
INT0004436,CUST000444,Bharti Auto Enterprises,2025-03-18,Meeting,Collection Call,Explained late payment fees and implications,Company,Vijay Mishra,REP000023,INV0004432,Pending,
INT0004437,CUST000444,Bharti Auto Enterprises,2024-10-13,Call,Account Review,Updated customer contact information,Company,Anil Joshi,REP000045,,Follow-up Required,
INT0004441,CUST000445,HDFC Auto Enterprises,2025-04-01,Video Call,Dispute Resolution,Customer reported incorrect billing,Company,Ashok Mishra,REP000030,INV0004443,Follow-up Required,
INT0004442,CUST000445,HDFC Auto Enterprises,2024-11-08,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Raj Mishra,REP000021,,Resolved,
INT0004443,CUST000445,HDFC Auto Enterprises,2024-12-25,Chat,Dispute Resolution,Customer reported incorrect billing,Customer,Pooja Mishra,REP000033,INV0004443,Pending,
INT0004451,CUST000446,Wipro Auto Enterprises,2025-02-21,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Raj Mishra,REP000021,INV0004452,Follow-up Required,
INT0004452,CUST000446,Wipro Auto Enterprises,2024-10-21,Call,Collection Call,Left voicemail regarding overdue payment,Company,Meena Gupta,REP000017,INV0004457,Resolved,
INT0004453,CUST000446,Wipro Auto Enterprises,2024-12-24,Email,Payment Confirmation,Resolved payment allocation discrepancy,Company,Geeta Mishra,REP000040,INV0004456,Pending,
INT0004454,CUST000446,Wipro Auto Enterprises,2025-03-16,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Rani Mishra,REP000034,INV0004452,Follow-up Required,
INT0004455,CUST000446,Wipro Auto Enterprises,2025-04-08,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Shalini Mishra,REP000039,INV0004452,Resolved,
INT0004456,CUST000446,Wipro Auto Enterprises,2025-04-17,Call,Collection Call,Customer disputed invoice amount,Company,Anita Mishra,REP000036,INV0004457,Pending,
INT0004461,CUST000447,Mahindra Auto Enterprises,2025-03-04,Email,Collection Call,Escalated to manager due to payment delays,Company,Sunita Gupta,REP000015,INV0004463,Follow-up Required,
INT0004462,CUST000447,Mahindra Auto Enterprises,2024-10-11,Chat,Dispute Resolution,Resolved shipping discrepancy,Company,Anita Mishra,REP000036,INV0004461,Resolved,
INT0004463,CUST000447,Mahindra Auto Enterprises,2025-02-26,Meeting,Dispute Resolution,Created credit note for billing error,Company,Raj Mishra,REP000021,INV0004463,Pending,
INT0004464,CUST000447,Mahindra Auto Enterprises,2024-11-08,Video Call,Dispute Resolution,Processing refund for returned items,Customer,Sunita Gupta,REP000015,INV0004461,Follow-up Required,
INT0004465,CUST000447,Mahindra Auto Enterprises,2025-04-02,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0004461,Resolved,
INT0004466,CUST000447,Mahindra Auto Enterprises,2024-10-17,Chat,Payment Confirmation,Received confirmation of payment transfer,Customer,Anil Mishra,REP000025,INV0004461,Pending,
INT0004467,CUST000447,Mahindra Auto Enterprises,2025-01-22,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Joshi,REP000046,INV0004463,Follow-up Required,
INT0004471,CUST000448,Birla Auto Enterprises,2024-12-05,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Gupta,REP000010,INV0004471,Follow-up Required,
INT0004472,CUST000448,Birla Auto Enterprises,2024-11-12,Web Portal,Collection Call,Customer disputed invoice amount,Company,Vijay Joshi,REP000043,INV0004471,Resolved,
INT0004473,CUST000448,Birla Auto Enterprises,2025-01-22,Web Portal,Collection Call,Customer promised payment by next week,Company,Rajesh Joshi,REP000049,INV0004472,Pending,
INT0004474,CUST000448,Birla Auto Enterprises,2024-11-30,Web Portal,Collection Call,Customer promised payment by next week,Company,Anil Mishra,REP000025,INV0004471,Follow-up Required,
INT0004475,CUST000448,Birla Auto Enterprises,2025-01-22,Web Portal,Collection Call,Explained late payment fees and implications,Company,Raj Joshi,REP000041,INV0004471,Resolved,
INT0004476,CUST000448,Birla Auto Enterprises,2025-03-20,Chat,Payment Confirmation,Received confirmation of payment transfer,Company,Rani Mishra,REP000034,INV0004471,Pending,
INT0004477,CUST000448,Birla Auto Enterprises,2024-11-11,Email,Collection Call,Explained late payment fees and implications,Company,Meena Mishra,REP000037,INV0004471,Follow-up Required,
INT0004481,CUST000449,Adani Auto Enterprises,2025-03-20,Call,Account Review,Discussed upcoming orders and payment terms,Company,Anil Mishra,REP000025,,Follow-up Required,
INT0004482,CUST000449,Adani Auto Enterprises,2024-11-12,Email,Collection Call,Customer promised payment by next week,Company,Ashok Gupta,REP000010,INV0004485,Resolved,
INT0004483,CUST000449,Adani Auto Enterprises,2025-04-08,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Geeta Mishra,REP000040,INV0004482,Pending,
INT0004484,CUST000449,Adani Auto Enterprises,2025-01-31,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rahul Joshi,REP000046,INV0004482,Follow-up Required,
INT0004485,CUST000449,Adani Auto Enterprises,2024-10-06,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Joshi,REP000043,INV0004485,Resolved,
INT0004486,CUST000449,Adani Auto Enterprises,2025-01-17,Call,Collection Call,Escalated to manager due to payment delays,Company,Neha Mishra,REP000032,INV0004485,Pending,
INT0004491,CUST000450,JSW Auto Enterprises,2024-11-08,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Kavita Gupta,REP000018,INV0004496,Follow-up Required,
INT0004492,CUST000450,JSW Auto Enterprises,2025-04-04,Site Visit,General Inquiry,Answered questions about payment methods,Company,Neha Mishra,REP000032,,Resolved,
INT0004493,CUST000450,JSW Auto Enterprises,2025-01-29,Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0004496,Pending,
INT0004501,CUST000451,Godrej Auto Enterprises,2025-04-15,Web Portal,Collection Call,Customer disputed invoice amount,Company,Neha Gupta,REP000012,INV0004503,Follow-up Required,
INT0004502,CUST000451,Godrej Auto Enterprises,2025-01-27,Call,Collection Call,Customer promised payment by next week,Company,Shalini Mishra,REP000039,INV0004503,Resolved,
INT0004503,CUST000451,Godrej Auto Enterprises,2025-03-06,Web Portal,General Inquiry,Addressed questions about online portal access,Company,Vijay Mishra,REP000023,,Pending,
INT0004504,CUST000451,Godrej Auto Enterprises,2025-03-31,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0004503,Follow-up Required,
INT0004505,CUST000451,Godrej Auto Enterprises,2025-03-01,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Mishra,REP000030,INV0004503,Resolved,
INT0004506,CUST000451,Godrej Auto Enterprises,2024-10-17,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Rani Mishra,REP000034,INV0004505,Pending,
INT0004511,CUST000452,L&T Auto Enterprises,2024-12-29,Site Visit,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Rajesh Gupta,REP000009,INV0004511,Follow-up Required,
INT0004521,CUST000453,ICICI Auto Enterprises,2024-12-09,Email,Dispute Resolution,Created credit note for billing error,Company,Rahul Joshi,REP000046,INV0004522,Follow-up Required,
INT0004522,CUST000453,ICICI Auto Enterprises,2025-03-20,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Gupta,REP000008,INV0004525,Resolved,
INT0004523,CUST000453,ICICI Auto Enterprises,2024-12-06,Email,Collection Call,Escalated to manager due to payment delays,Company,Amit Joshi,REP000042,INV0004523,Pending,
INT0004524,CUST000453,ICICI Auto Enterprises,2025-02-22,Call,Dispute Resolution,Processing refund for returned items,Company,Geeta Gupta,REP000020,INV0004523,Follow-up Required,
INT0004525,CUST000453,ICICI Auto Enterprises,2025-02-26,Email,Collection Call,Customer promised payment by next week,Company,Raj Joshi,REP000041,INV0004525,Resolved,
INT0004526,CUST000453,ICICI Auto Enterprises,2025-03-29,Call,General Inquiry,Responded to statement request,Company,Kavita Mishra,REP000038,,Pending,
INT0004531,CUST000454,SBI Auto Enterprises,2025-04-06,Email,Collection Call,Customer promised payment by next week,Company,Raj Mishra,REP000021,INV0004531,Follow-up Required,
INT0004532,CUST000454,SBI Auto Enterprises,2024-12-29,Call,Payment Confirmation,Updated records with new payment details,Company,Ashok Gupta,REP000010,INV0004533,Resolved,
INT0004533,CUST000454,SBI Auto Enterprises,2024-12-30,Site Visit,General Inquiry,Explained invoice details,Company,Vijay Gupta,REP000003,,Pending,
INT0004534,CUST000454,SBI Auto Enterprises,2025-04-14,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0004533,Follow-up Required,
INT0004535,CUST000454,SBI Auto Enterprises,2024-12-18,Meeting,Dispute Resolution,Processing refund for returned items,Company,Rakesh Joshi,REP000048,INV0004531,Resolved,
INT0004536,CUST000454,SBI Auto Enterprises,2025-01-11,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Priya Mishra,REP000031,INV0004531,Pending,
INT0004541,CUST000455,TCS Auto Enterprises,2024-11-19,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Joshi,REP000050,INV0004544,Follow-up Required,
INT0004542,CUST000455,TCS Auto Enterprises,2024-10-17,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0004547,Resolved,
INT0004543,CUST000455,TCS Auto Enterprises,2024-12-25,Web Portal,Collection Call,Explained late payment fees and implications,Company,Sanjay Mishra,REP000027,INV0004544,Pending,
INT0004544,CUST000455,TCS Auto Enterprises,2025-04-13,Site Visit,Collection Call,Customer disputed invoice amount,Company,Raj Gupta,REP000001,INV0004547,Follow-up Required,
INT0004545,CUST000455,TCS Auto Enterprises,2024-11-21,Email,Collection Call,Explained late payment fees and implications,Company,Vijay Mishra,REP000023,INV0004544,Resolved,
INT0004546,CUST000455,TCS Auto Enterprises,2024-10-02,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0004544,Pending,
INT0004551,CUST000456,Bajaj Auto Enterprises,2025-03-26,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Joshi,REP000050,INV0004551,Follow-up Required,
INT0004552,CUST000456,Bajaj Auto Enterprises,2024-11-09,Call,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Joshi,REP000048,INV0004551,Resolved,
INT0004553,CUST000456,Bajaj Auto Enterprises,2025-01-01,Email,Dispute Resolution,Processing refund for returned items,Company,Neha Mishra,REP000032,INV0004552,Pending,
INT0004561,CUST000457,HCL Auto Enterprises,2024-12-03,Chat,Payment Confirmation,Resolved payment allocation discrepancy,Company,Meena Mishra,REP000037,INV0004567,Follow-up Required,
INT0004571,CUST000458,Hindustan Auto Enterprises,2024-11-23,Web Portal,Payment Confirmation,Updated records with new payment details,Company,Rakesh Mishra,REP000028,INV0004573,Follow-up Required,
INT0004572,CUST000458,Hindustan Auto Enterprises,2024-10-27,Call,Dispute Resolution,Customer reported incorrect billing,Customer,Priya Gupta,REP000011,INV0004573,Resolved,
INT0004581,CUST000459,Indian Auto Enterprises,2025-03-01,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Mishra,REP000027,INV0004582,Follow-up Required,
INT0004582,CUST000459,Indian Auto Enterprises,2025-02-15,Web Portal,Account Review,Addressed concerns about recent shipments,Company,Neha Mishra,REP000032,,Resolved,
INT0004583,CUST000459,Indian Auto Enterprises,2025-03-17,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Sunil Mishra,REP000024,INV0004581,Pending,
INT0004591,CUST000460,Tech Auto Enterprises,2024-10-20,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Mishra,REP000024,INV0004591,Follow-up Required,
INT0004592,CUST000460,Tech Auto Enterprises,2025-01-17,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Pooja Gupta,REP000013,INV0004591,Resolved,
INT0004593,CUST000460,Tech Auto Enterprises,2025-04-06,Chat,Account Review,Addressed concerns about recent shipments,Company,Priya Gupta,REP000011,,Pending,
INT0004594,CUST000460,Tech Auto Enterprises,2025-02-16,Email,Account Review,Addressed concerns about recent shipments,Company,Meena Gupta,REP000017,,Follow-up Required,
INT0004595,CUST000460,Tech Auto Enterprises,2025-04-06,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Joshi,REP000050,INV0004591,Resolved,
INT0004601,CUST000461,Tata Fin Enterprises,2025-02-26,Email,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Joshi,REP000048,INV0004603,Follow-up Required,
INT0004602,CUST000461,Tata Fin Enterprises,2024-11-26,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Joshi,REP000049,INV0004603,Resolved,
INT0004603,CUST000461,Tata Fin Enterprises,2025-02-18,Call,Account Review,Discussed upcoming orders and payment terms,Company,Rani Gupta,REP000014,,Pending,
INT0004604,CUST000461,Tata Fin Enterprises,2024-11-10,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Sunil Joshi,REP000044,INV0004602,Follow-up Required,
INT0004611,CUST000462,Reliance Fin Enterprises,2024-11-30,Email,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0004617,Follow-up Required,
INT0004612,CUST000462,Reliance Fin Enterprises,2024-10-21,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Meena Mishra,REP000037,INV0004617,Resolved,
INT0004613,CUST000462,Reliance Fin Enterprises,2025-03-12,Chat,General Inquiry,Answered questions about payment methods,Company,Sunil Gupta,REP000004,,Pending,
INT0004614,CUST000462,Reliance Fin Enterprises,2025-03-20,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rahul Mishra,REP000026,INV0004617,Follow-up Required,
INT0004615,CUST000462,Reliance Fin Enterprises,2025-03-26,Chat,Collection Call,Customer disputed invoice amount,Company,Rajesh Gupta,REP000009,INV0004617,Resolved,
INT0004621,CUST000463,Infosys Fin Enterprises,2025-01-01,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Gupta,REP000013,INV0004626,Follow-up Required,
INT0004622,CUST000463,Infosys Fin Enterprises,2025-02-20,Call,Account Review,Quarterly account review meeting,Company,Rakesh Mishra,REP000028,,Resolved,
