case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000802,CUST000630,JSW Telecom Enterprises,INV0006295,2025-01-09,97856.56,109,Critical,In Progress,Rahul Mishra,REP000026,Settlement Offer,2025-02-24,2025-04-27,,
CASE000803,CUST000631,Godrej Telecom Enterprises,INV0006306,2024-11-24,917507.08,156,Critical,Escalated,Sunita Gupta,REP000015,Legal Action Warning,2025-04-15,2025-04-25,,
CASE000804,CUST000632,L&T Telecom Enterprises,INV0006311,2025-01-15,275773.16,101,Critical,In Progress,Geeta Mishra,REP000040,Legal Action Warning,2025-03-29,2025-05-09,,
CASE000805,CUST000632,L&T Telecom Enterprises,INV0006312,2025-03-11,545190.92,47,High,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-09,2025-04-25,,
CASE000806,CUST000632,L&T Telecom Enterprises,INV0006314,2024-12-28,144734.55,123,Critical,Pending Customer,Neha Gupta,REP000012,Legal Action Warning,2025-02-01,2025-04-27,,
CASE000807,CUST000632,L&T Telecom Enterprises,INV0006315,2025-01-29,444353.75,89,High,Open,Amit Gupta,REP000002,Intensive Collection,2025-02-13,2025-04-19,,
CASE000808,CUST000632,L&T Telecom Enterprises,INV0006316,2025-01-18,300897.90,96,Critical,Escalated,Priya Mishra,REP000031,Legal Action Warning,2025-01-21,2025-05-09,,
CASE000809,CUST000633,ICICI Telecom Enterprises,INV0006322,2025-03-20,112279.51,42,Medium,Open,Sanjay Gupta,REP000007,Standard Follow-up,2025-03-24,2025-05-01,,
CASE000810,CUST000633,ICICI Telecom Enterprises,INV0006325,2024-12-29,25428.42,118,Critical,Escalated,Sanjay Gupta,REP000007,Legal Action Warning,2025-04-13,2025-04-23,,
CASE000811,CUST000634,SBI Telecom Enterprises,INV0006336,2025-02-10,534982.61,72,High,In Progress,Amit Mishra,REP000022,Intensive Collection,2025-03-23,2025-04-26,,
CASE000812,CUST000635,TCS Telecom Enterprises,INV0006343,2024-12-08,117226.73,142,Critical,Escalated,Anil Mishra,REP000025,Settlement Offer,2025-01-08,2025-05-04,,
CASE000813,CUST000635,TCS Telecom Enterprises,INV0006344,2025-01-04,126843.94,110,Critical,Pending Customer,Neha Mishra,REP000032,Legal Action Warning,2025-03-20,2025-05-07,,
CASE000814,CUST000635,TCS Telecom Enterprises,INV0006345,2025-02-27,97629.80,58,Medium,Open,Sunita Gupta,REP000015,Standard Follow-up,2025-04-09,2025-04-30,,
CASE000816,CUST000636,Bajaj Telecom Enterprises,INV0006351,2025-02-08,43769.82,74,High,In Progress,Rahul Gupta,REP000006,Payment Plan,2025-03-18,2025-05-07,,
CASE000817,CUST000637,HCL Telecom Enterprises,INV0006362,2025-01-13,62554.25,104,Critical,Pending Customer,Meena Mishra,REP000037,Legal Action Warning,2025-01-30,2025-04-21,,
CASE000819,CUST000638,Hindustan Telecom Enterprises,INV0006376,2024-12-03,453705.24,147,Critical,Escalated,Raj Gupta,REP000001,Legal Action Warning,2025-04-11,2025-05-09,,
CASE000821,CUST000640,Tech Telecom Enterprises,INV0006391,2025-01-27,345384.80,88,High,Pending Customer,Ashok Gupta,REP000010,Intensive Collection,2025-03-12,2025-04-25,,
CASE000822,CUST000642,Reliance Software Enterprises,INV0006413,2025-02-11,505905.16,77,High,In Progress,Rahul Joshi,REP000046,Payment Plan,2025-04-17,2025-05-06,,
CASE000823,CUST000642,Reliance Software Enterprises,INV0006415,2025-02-02,121489.65,82,High,Open,Neha Gupta,REP000012,Payment Plan,2025-03-07,2025-05-08,,
CASE000824,CUST000642,Reliance Software Enterprises,INV0006418,2025-01-09,310876.98,113,Critical,Pending Customer,Rahul Mishra,REP000026,Legal Action Warning,2025-03-15,2025-05-08,,
CASE000825,CUST000643,Infosys Software Enterprises,INV0006421,2025-03-06,2055121.15,51,Critical,Open,Priya Gupta,REP000011,Standard Follow-up,2025-03-19,2025-04-24,,
CASE000826,CUST000643,Infosys Software Enterprises,INV0006423,2025-02-25,1791294.81,59,Critical,Open,Raj Gupta,REP000001,Standard Follow-up,2025-03-06,2025-04-26,,
CASE000827,CUST000643,Infosys Software Enterprises,INV0006424,2025-02-28,1848424.50,56,Critical,In Progress,Sunil Joshi,REP000044,Standard Follow-up,2025-04-06,2025-05-01,,
CASE000828,CUST000643,Infosys Software Enterprises,INV0006427,2025-04-03,509536.32,24,High,In Progress,Anil Gupta,REP000005,Standard Follow-up,2025-04-12,2025-05-06,,
CASE000829,CUST000645,HDFC Software Enterprises,INV0006441,2025-04-07,176256.19,23,Medium,In Progress,Rajesh Mishra,REP000029,Standard Follow-up,2025-04-17,2025-05-04,,
CASE000830,CUST000648,Birla Software Enterprises,INV0006471,2025-04-01,13861.16,29,Low,In Progress,Rani Mishra,REP000034,Standard Follow-up,2025-04-06,2025-04-24,,
CASE000831,CUST000650,JSW Software Enterprises,INV0006491,2024-12-14,57636.55,137,Critical,Escalated,Sunita Mishra,REP000035,Settlement Offer,2025-01-14,2025-05-04,,
CASE000832,CUST000650,JSW Software Enterprises,INV0006494,2024-12-10,16001.31,136,Critical,Pending Customer,Ashok Gupta,REP000010,Legal Action Warning,2025-01-08,2025-05-02,,
CASE000833,CUST000650,JSW Software Enterprises,INV0006496,2025-02-06,52903.11,78,High,In Progress,Rajesh Joshi,REP000049,Payment Plan,2025-02-16,2025-05-01,,
CASE000834,CUST000650,JSW Software Enterprises,INV0006497,2024-12-10,99366.98,136,Critical,In Progress,Kavita Gupta,REP000018,Legal Action Warning,2025-02-18,2025-05-08,,
CASE000835,CUST000651,Godrej Software Enterprises,INV0006501,2024-11-15,1200085.63,163,Critical,Pending Customer,Shalini Gupta,REP000019,Settlement Offer,2024-11-26,2025-04-29,,
CASE000836,CUST000651,Godrej Software Enterprises,INV0006503,2025-03-16,500785.57,38,High,Open,Raj Mishra,REP000021,Standard Follow-up,2025-04-08,2025-04-23,,
CASE000837,CUST000653,ICICI Software Enterprises,INV0006523,2024-12-25,95507.84,119,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-02-26,2025-05-07,,
CASE000838,CUST000653,ICICI Software Enterprises,INV0006526,2024-11-04,90150.12,170,Critical,Escalated,Vijay Mishra,REP000023,Settlement Offer,2025-02-09,2025-04-27,,
CASE000839,CUST000654,SBI Software Enterprises,INV0006532,2025-01-09,345700.70,104,Critical,In Progress,Sunil Joshi,REP000044,Legal Action Warning,2025-01-20,2025-05-06,,
CASE000840,CUST000654,SBI Software Enterprises,INV0006533,2025-03-27,172470.20,36,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-11,2025-04-30,,
CASE000841,CUST000654,SBI Software Enterprises,INV0006535,2025-02-19,387462.97,63,High,Open,Rakesh Mishra,REP000028,Intensive Collection,2025-03-28,2025-05-05,,
CASE000842,CUST000654,SBI Software Enterprises,INV0006536,2024-12-18,299279.97,132,Critical,Pending Customer,Pooja Mishra,REP000033,Settlement Offer,2025-02-20,2025-05-05,,
CASE000843,CUST000656,Bajaj Software Enterprises,INV0006553,2025-04-02,417690.64,30,Medium,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-04-04,2025-05-03,,
CASE000844,CUST000656,Bajaj Software Enterprises,INV0006557,2025-04-03,360717.48,22,Medium,Open,Sunita Gupta,REP000015,Standard Follow-up,2025-04-06,2025-05-04,,
CASE000845,CUST000657,HCL Software Enterprises,INV0006561,2024-12-24,1977219.28,129,Critical,In Progress,Shalini Gupta,REP000019,Legal Action Warning,2025-01-14,2025-04-21,,
CASE000846,CUST000657,HCL Software Enterprises,INV0006563,2025-03-31,1964539.21,28,Critical,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-07,2025-05-07,,
CASE000847,CUST000657,HCL Software Enterprises,INV0006567,2025-04-13,718248.74,18,High,Open,Anil Gupta,REP000005,Standard Follow-up,2025-04-16,2025-05-04,,
CASE000848,CUST000660,Tech Software Enterprises,INV0006596,2025-03-30,56547.39,30,Low,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-03,2025-04-20,,
CASE000849,CUST000662,Reliance Hardware Enterprises,INV0006613,2025-03-24,340393.05,36,Medium,Open,Raj Joshi,REP000041,Standard Follow-up,2025-04-11,2025-04-28,,
CASE000850,CUST000663,Infosys Hardware Enterprises,INV0006622,2024-12-01,157001.40,143,Critical,Pending Customer,Ashok Gupta,REP000010,Legal Action Warning,2025-01-02,2025-04-29,,
CASE000851,CUST000663,Infosys Hardware Enterprises,INV0006624,2025-04-06,417857.44,18,Medium,In Progress,Sunil Joshi,REP000044,Standard Follow-up,2025-04-07,2025-05-02,,
CASE000852,CUST000664,Bharti Hardware Enterprises,INV0006631,2025-02-07,286469.27,75,High,In Progress,Anil Gupta,REP000005,Intensive Collection,2025-02-09,2025-04-22,,
CASE000853,CUST000664,Bharti Hardware Enterprises,INV0006633,2025-02-01,241982.89,81,High,In Progress,Shalini Mishra,REP000039,Payment Plan,2025-03-17,2025-04-19,,
CASE000854,CUST000665,HDFC Hardware Enterprises,INV0006641,2024-12-03,532873.00,148,Critical,Pending Customer,Geeta Gupta,REP000020,Settlement Offer,2025-02-26,2025-04-21,,
CASE000855,CUST000665,HDFC Hardware Enterprises,INV0006643,2025-03-21,132014.20,35,Medium,Open,Kavita Mishra,REP000038,Standard Follow-up,2025-03-25,2025-04-27,,
CASE000856,CUST000666,Wipro Hardware Enterprises,INV0006651,2024-12-18,340717.46,128,Critical,Escalated,Sanjay Joshi,REP000047,Legal Action Warning,2025-02-19,2025-05-03,,
CASE000857,CUST000666,Wipro Hardware Enterprises,INV0006656,2025-02-09,283332.20,82,High,Pending Customer,Meena Gupta,REP000017,Intensive Collection,2025-02-13,2025-05-06,,
CASE000858,CUST000667,Mahindra Hardware Enterprises,INV0006661,2025-02-07,84557.34,75,High,In Progress,Pooja Gupta,REP000013,Intensive Collection,2025-03-31,2025-04-27,,
CASE000859,CUST000667,Mahindra Hardware Enterprises,INV0006663,2024-12-01,124849.78,146,Critical,Escalated,Rakesh Joshi,REP000048,Legal Action Warning,2025-04-12,2025-04-21,,
CASE000860,CUST000667,Mahindra Hardware Enterprises,INV0006664,2025-03-11,94644.33,48,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-16,2025-04-23,,
CASE000861,CUST000668,Birla Hardware Enterprises,INV0006673,2024-12-10,3035301.25,143,Critical,Escalated,Rakesh Gupta,REP000008,Legal Action Warning,2025-02-08,2025-05-06,,
CASE000862,CUST000669,Adani Hardware Enterprises,INV0006681,2024-12-21,85318.99,123,Critical,Pending Customer,Sunita Gupta,REP000015,Legal Action Warning,2024-12-30,2025-04-29,,
CASE000863,CUST000670,JSW Hardware Enterprises,INV0006691,2025-01-23,100044.73,95,Critical,Escalated,Sunil Joshi,REP000044,Legal Action Warning,2025-02-23,2025-04-25,,
CASE000864,CUST000670,JSW Hardware Enterprises,INV0006692,2025-03-25,53765.46,38,Medium,In Progress,Neha Mishra,REP000032,Standard Follow-up,2025-04-14,2025-04-25,,
CASE000865,CUST000672,L&T Hardware Enterprises,INV0006711,2025-03-15,278550.01,43,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-07,2025-05-08,,
CASE000866,CUST000673,ICICI Hardware Enterprises,INV0006722,2025-03-19,39739.54,43,Medium,Open,Raj Joshi,REP000041,Standard Follow-up,2025-03-23,2025-04-27,,
CASE000867,CUST000673,ICICI Hardware Enterprises,INV0006723,2025-03-14,95715.32,49,Medium,In Progress,Rani Mishra,REP000034,Standard Follow-up,2025-04-10,2025-05-08,,
CASE000868,CUST000677,HCL Hardware Enterprises,INV0006761,2025-03-24,19437.29,32,Medium,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-03-30,2025-05-05,,
CASE000869,CUST000677,HCL Hardware Enterprises,INV0006762,2025-01-31,57841.72,83,High,In Progress,Rajesh Mishra,REP000029,Intensive Collection,2025-02-07,2025-04-27,,
CASE000870,CUST000677,HCL Hardware Enterprises,INV0006763,2025-03-31,79272.28,23,Low,In Progress,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-02,2025-04-22,,
CASE000871,CUST000677,HCL Hardware Enterprises,INV0006764,2025-01-30,35758.83,83,High,In Progress,Neha Mishra,REP000032,Payment Plan,2025-04-17,2025-05-05,,
CASE000872,CUST000678,Hindustan Hardware Enterprises,INV0006771,2024-12-21,76994.43,126,Critical,Escalated,Anil Joshi,REP000045,Legal Action Warning,2025-01-03,2025-04-26,,
CASE000873,CUST000679,Indian Hardware Enterprises,INV0006782,2024-12-21,21656.59,123,Critical,Escalated,Shalini Mishra,REP000039,Legal Action Warning,2024-12-21,2025-05-04,,
CASE000874,CUST000679,Indian Hardware Enterprises,INV0006784,2024-12-22,102792.31,124,Critical,Escalated,Rajesh Mishra,REP000029,Legal Action Warning,2025-01-25,2025-05-03,,
CASE000875,CUST000679,Indian Hardware Enterprises,INV0006785,2024-12-13,31564.49,135,Critical,Pending Customer,Anil Gupta,REP000005,Settlement Offer,2025-01-31,2025-04-30,,
CASE000876,CUST000681,Tata Food Enterprises,INV0006804,2025-04-16,1929188.02,15,Critical,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-16,2025-04-30,,
CASE000877,CUST000682,Reliance Food Enterprises,INV0006814,2024-11-21,1237602.23,161,Critical,In Progress,Amit Gupta,REP000002,Legal Action Warning,2025-01-21,2025-05-05,,
CASE000878,CUST000683,Infosys Food Enterprises,INV0006822,2025-02-22,511810.01,61,High,Open,Anil Mishra,REP000025,Intensive Collection,2025-04-06,2025-04-26,,
CASE000879,CUST000684,Bharti Food Enterprises,INV0006832,2025-03-13,96009.71,49,Medium,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-08,2025-05-01,,
CASE000880,CUST000684,Bharti Food Enterprises,INV0006834,2024-12-03,465073.00,145,Critical,In Progress,Amit Joshi,REP000042,Legal Action Warning,2025-03-05,2025-05-06,,
CASE000881,CUST000684,Bharti Food Enterprises,INV0006836,2025-02-22,108569.33,61,High,In Progress,Vijay Joshi,REP000043,Intensive Collection,2025-03-06,2025-05-08,,
CASE000882,CUST000685,HDFC Food Enterprises,INV0006846,2025-03-25,1811103.06,34,Critical,Open,Amit Mishra,REP000022,Standard Follow-up,2025-03-26,2025-04-22,,
CASE000883,CUST000685,HDFC Food Enterprises,INV0006847,2024-11-30,421335.12,149,Critical,Escalated,Anita Gupta,REP000016,Legal Action Warning,2025-03-28,2025-05-09,,
CASE000884,CUST000687,Mahindra Food Enterprises,INV0006862,2025-01-17,215944.22,96,Critical,Escalated,Pooja Mishra,REP000033,Legal Action Warning,2025-03-22,2025-04-21,,
CASE000885,CUST000692,L&T Food Enterprises,INV0006916,2025-03-18,100819.11,36,Medium,In Progress,Anil Joshi,REP000045,Standard Follow-up,2025-04-03,2025-04-25,,
CASE000886,CUST000692,L&T Food Enterprises,INV0006918,2025-03-06,306481.48,57,Medium,Open,Amit Gupta,REP000002,Standard Follow-up,2025-03-13,2025-04-20,,
CASE000887,CUST000693,ICICI Food Enterprises,INV0006921,2025-03-09,69259.44,50,Medium,In Progress,Sunita Mishra,REP000035,Standard Follow-up,2025-04-17,2025-04-27,,
CASE000888,CUST000693,ICICI Food Enterprises,INV0006924,2025-04-12,68686.90,12,Low,In Progress,Anil Joshi,REP000045,Standard Follow-up,2025-04-15,2025-04-23,,
CASE000889,CUST000696,Bajaj Food Enterprises,INV0006951,2025-01-06,441052.14,107,Critical,In Progress,Anita Mishra,REP000036,Legal Action Warning,2025-03-12,2025-04-24,,
CASE000890,CUST000696,Bajaj Food Enterprises,INV0006952,2025-04-14,79795.69,12,Low,In Progress,Anil Joshi,REP000045,Standard Follow-up,2025-04-15,2025-04-28,,
CASE000891,CUST000697,HCL Food Enterprises,INV0006962,2025-01-08,60614.98,107,Critical,Escalated,Sanjay Joshi,REP000047,Settlement Offer,2025-04-04,2025-04-26,,
CASE000892,CUST000699,Indian Food Enterprises,INV0006987,2024-12-27,2081728.48,117,Critical,Escalated,Raj Gupta,REP000001,Settlement Offer,2025-01-15,2025-04-28,,
CASE000894,CUST000700,Tech Food Enterprises,INV0006992,2025-01-10,425244.92,109,Critical,Escalated,Anita Mishra,REP000036,Legal Action Warning,2025-04-09,2025-05-07,,
CASE000895,CUST000702,Reliance Agro Enterprises,INV0007013,2025-01-13,796056.51,100,Critical,Escalated,Amit Mishra,REP000022,Legal Action Warning,2025-02-05,2025-05-06,,
CASE000896,CUST000702,Reliance Agro Enterprises,INV0007015,2025-03-10,1620929.83,46,Critical,Open,Amit Joshi,REP000042,Standard Follow-up,2025-04-16,2025-05-01,,
CASE000897,CUST000702,Reliance Agro Enterprises,INV0007016,2025-03-18,335880.68,40,Medium,In Progress,Priya Gupta,REP000011,Standard Follow-up,2025-04-13,2025-04-30,,
CASE000898,CUST000702,Reliance Agro Enterprises,INV0007017,2024-12-25,1448632.97,123,Critical,Pending Customer,Anil Gupta,REP000005,Settlement Offer,2025-03-30,2025-04-23,,
CASE000899,CUST000703,Infosys Agro Enterprises,INV0007021,2025-03-29,65219.07,25,Low,Open,Rani Mishra,REP000034,Standard Follow-up,2025-04-08,2025-05-08,,
CASE000900,CUST000703,Infosys Agro Enterprises,INV0007022,2024-12-17,15308.55,127,Critical,Pending Customer,Rakesh Mishra,REP000028,Legal Action Warning,2025-02-25,2025-05-08,,
CASE000901,CUST000704,Bharti Agro Enterprises,INV0007034,2025-04-01,160459.26,25,Medium,Open,Amit Joshi,REP000042,Standard Follow-up,2025-04-07,2025-04-21,,
CASE000902,CUST000705,HDFC Agro Enterprises,INV0007042,2025-01-27,117435.61,90,High,Pending Customer,Anita Mishra,REP000036,Payment Plan,2025-03-28,2025-05-03,,
CASE000903,CUST000706,Wipro Agro Enterprises,INV0007054,2025-04-17,1007261.49,10,Critical,Open,Amit Gupta,REP000002,Standard Follow-up,2025-04-17,2025-05-01,,
CASE000904,CUST000706,Wipro Agro Enterprises,INV0007055,2025-03-07,897833.50,47,High,In Progress,Rajesh Joshi,REP000049,Standard Follow-up,2025-03-26,2025-04-30,,
CASE000905,CUST000707,Mahindra Agro Enterprises,INV0007067,2025-03-10,95725.17,49,Medium,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-03-17,2025-05-02,,
CASE000906,CUST000708,Birla Agro Enterprises,INV0007071,2024-12-13,73084.35,137,Critical,Escalated,Raj Joshi,REP000041,Legal Action Warning,2025-03-31,2025-05-05,,
CASE000907,CUST000708,Birla Agro Enterprises,INV0007072,2025-01-19,42424.43,95,Critical,In Progress,Rahul Mishra,REP000026,Legal Action Warning,2025-04-03,2025-05-02,,
CASE000908,CUST000708,Birla Agro Enterprises,INV0007073,2025-04-09,83679.53,21,Low,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-10,2025-04-22,,
CASE000909,CUST000711,Godrej Agro Enterprises,INV0007103,2024-12-22,211182.49,130,Critical,In Progress,Anil Mishra,REP000025,Legal Action Warning,2024-12-28,2025-05-01,,
CASE000910,CUST000711,Godrej Agro Enterprises,INV0007104,2025-02-26,288361.46,58,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-04-17,2025-05-04,,
CASE000911,CUST000712,L&T Agro Enterprises,INV0007115,2025-02-05,200065.99,83,High,Pending Customer,Anil Gupta,REP000005,Payment Plan,2025-04-06,2025-05-05,,
CASE000912,CUST000713,ICICI Agro Enterprises,INV0007125,2025-02-07,105605.82,83,High,Pending Customer,Anita Mishra,REP000036,Intensive Collection,2025-04-08,2025-04-25,,
CASE000913,CUST000714,SBI Agro Enterprises,INV0007131,2025-03-01,1832305.33,57,Critical,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-05,2025-05-04,,
CASE000914,CUST000715,TCS Agro Enterprises,INV0007146,2025-02-19,96171.00,65,High,In Progress,Pooja Gupta,REP000013,Payment Plan,2025-04-10,2025-04-25,,
CASE000915,CUST000716,Bajaj Agro Enterprises,INV0007151,2025-03-23,541009.04,31,High,In Progress,Kavita Mishra,REP000038,Standard Follow-up,2025-03-27,2025-05-09,,
CASE000916,CUST000717,HCL Agro Enterprises,INV0007162,2025-04-01,22939.67,28,Low,In Progress,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-04,2025-05-02,,
CASE000917,CUST000717,HCL Agro Enterprises,INV0007165,2024-12-15,107109.00,133,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-03-31,2025-04-26,,
CASE000918,CUST000717,HCL Agro Enterprises,INV0007166,2025-03-15,44020.23,40,Medium,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-04-01,2025-05-09,,
CASE000919,CUST000718,Hindustan Agro Enterprises,INV0007172,2024-12-29,1555953.02,119,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-02-05,2025-04-25,,
CASE000920,CUST000718,Hindustan Agro Enterprises,INV0007175,2025-02-28,1498735.19,54,Critical,In Progress,Amit Gupta,REP000002,Standard Follow-up,2025-03-20,2025-04-23,,
CASE000921,CUST000719,Indian Agro Enterprises,INV0007186,2025-03-16,692125.17,44,High,In Progress,Rani Gupta,REP000014,Standard Follow-up,2025-03-20,2025-05-04,,
CASE000922,CUST000720,Tech Agro Enterprises,INV0007193,2025-01-01,487285.92,112,Critical,Escalated,Meena Mishra,REP000037,Legal Action Warning,2025-04-10,2025-05-04,,
CASE000923,CUST000722,Reliance Resources Enterprises,INV0007216,2025-02-17,476994.16,74,High,In Progress,Anil Gupta,REP000005,Intensive Collection,2025-02-25,2025-04-24,,
CASE000924,CUST000725,HDFC Resources Enterprises,INV0007241,2025-04-17,288341.18,7,Medium,In Progress,Rahul Mishra,REP000026,Standard Follow-up,2025-04-17,2025-05-03,,
CASE000925,CUST000726,Wipro Resources Enterprises,INV0007256,2025-01-01,52574.72,116,Critical,Pending Customer,Meena Gupta,REP000017,Legal Action Warning,2025-02-09,2025-04-19,,
CASE000926,CUST000727,Mahindra Resources Enterprises,INV0007261,2025-01-26,1157292.23,95,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-04-09,2025-04-26,,
