interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0004804,CUST000481,Tata Power Enterprises,2024-12-30,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Gupta,REP000010,INV0004803,Follow-up Required,
INT0004805,CUST000481,Tata Power Enterprises,2024-10-25,Call,Collection Call,Customer confirmed payment has been initiated,Company,Shalini Gupta,REP000019,INV0004803,Resolved,
INT0004811,CUST000482,Reliance Power Enterprises,2024-11-13,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Gupta,REP000019,INV0004812,Follow-up Required,
INT0004812,CUST000482,Reliance Power Enterprises,2024-12-15,Email,Collection Call,Customer disputed invoice amount,Company,Meena Gupta,REP000017,INV0004812,Resolved,
INT0004813,CUST000482,Reliance Power Enterprises,2024-12-19,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Anil Gupta,REP000005,INV0004812,Pending,
INT0004821,CUST000483,Infosys Power Enterprises,2024-10-11,Call,Account Review,Addressed concerns about recent shipments,Company,Geeta Gupta,REP000020,,Follow-up Required,
INT0004822,CUST000483,Infosys Power Enterprises,2025-03-23,Call,Account Review,Quarterly account review meeting,Company,Sanjay Joshi,REP000047,,Resolved,
INT0004831,CUST000484,Bharti Power Enterprises,2025-04-08,Chat,Collection Call,Customer disputed invoice amount,Company,Rahul Joshi,REP000046,INV0004836,Follow-up Required,
INT0004832,CUST000484,Bharti Power Enterprises,2024-11-23,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sunil Gupta,REP000004,INV0004835,Resolved,
INT0004833,CUST000484,Bharti Power Enterprises,2025-03-06,Email,Collection Call,Customer disputed invoice amount,Company,Rajesh Joshi,REP000049,INV0004833,Pending,
INT0004834,CUST000484,Bharti Power Enterprises,2024-10-27,Chat,Dispute Resolution,Discussed quality issues with recent shipment,Company,Sunita Gupta,REP000015,INV0004833,Follow-up Required,
INT0004835,CUST000484,Bharti Power Enterprises,2025-01-25,Web Portal,Collection Call,Customer disputed invoice amount,Company,Neha Mishra,REP000032,INV0004833,Resolved,
INT0004836,CUST000484,Bharti Power Enterprises,2024-11-06,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0004833,Pending,
INT0004837,CUST000484,Bharti Power Enterprises,2024-11-26,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Joshi,REP000044,INV0004833,Follow-up Required,
INT0004838,CUST000484,Bharti Power Enterprises,2025-04-16,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Sunil Joshi,REP000044,INV0004833,Resolved,
INT0004839,CUST000484,Bharti Power Enterprises,2025-02-07,Call,Collection Call,Escalated to manager due to payment delays,Company,Sunil Gupta,REP000004,INV0004835,Pending,
INT0004841,CUST000485,HDFC Power Enterprises,2025-04-08,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Ashok Mishra,REP000030,INV0004841,Follow-up Required,
INT0004842,CUST000485,HDFC Power Enterprises,2025-02-01,Call,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0004841,Resolved,
INT0004843,CUST000485,HDFC Power Enterprises,2024-11-18,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Amit Mishra,REP000022,INV0004841,Pending,
INT0004844,CUST000485,HDFC Power Enterprises,2024-10-21,Email,Collection Call,Explained late payment fees and implications,Company,Amit Joshi,REP000042,INV0004841,Follow-up Required,
INT0004845,CUST000485,HDFC Power Enterprises,2024-11-05,Meeting,Account Review,Quarterly account review meeting,Company,Rakesh Joshi,REP000048,,Resolved,
INT0004851,CUST000486,Wipro Power Enterprises,2024-10-11,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Geeta Gupta,REP000020,INV0004851,Follow-up Required,
INT0004852,CUST000486,Wipro Power Enterprises,2025-01-02,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Joshi,REP000047,INV0004851,Resolved,
INT0004853,CUST000486,Wipro Power Enterprises,2024-12-03,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Amit Mishra,REP000022,INV0004851,Pending,
INT0004854,CUST000486,Wipro Power Enterprises,2025-03-21,Email,Dispute Resolution,Created credit note for billing error,Company,Sanjay Gupta,REP000007,INV0004854,Follow-up Required,
INT0004855,CUST000486,Wipro Power Enterprises,2025-01-05,Call,Collection Call,Explained late payment fees and implications,Company,Vijay Joshi,REP000043,INV0004851,Resolved,
INT0004861,CUST000487,Mahindra Power Enterprises,2024-11-28,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0004863,Follow-up Required,
INT0004862,CUST000487,Mahindra Power Enterprises,2025-03-10,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Amit Joshi,REP000042,INV0004863,Resolved,
INT0004863,CUST000487,Mahindra Power Enterprises,2024-11-20,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Kavita Gupta,REP000018,INV0004863,Pending,
INT0004871,CUST000488,Birla Power Enterprises,2024-11-25,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0004871,Follow-up Required,
INT0004872,CUST000488,Birla Power Enterprises,2024-12-04,Meeting,Collection Call,Customer promised payment by next week,Company,Rakesh Mishra,REP000028,INV0004871,Resolved,
INT0004873,CUST000488,Birla Power Enterprises,2025-01-29,Web Portal,Account Review,Quarterly account review meeting,Company,Anil Mishra,REP000025,,Pending,
INT0004881,CUST000489,Adani Power Enterprises,2024-10-27,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Gupta,REP000008,INV0004885,Follow-up Required,
INT0004882,CUST000489,Adani Power Enterprises,2025-03-31,Video Call,Account Review,Updated customer contact information,Company,Rajesh Mishra,REP000029,,Resolved,
INT0004883,CUST000489,Adani Power Enterprises,2024-12-27,Call,Account Review,Updated customer contact information,Company,Vijay Gupta,REP000003,,Pending,
INT0004884,CUST000489,Adani Power Enterprises,2025-01-01,Web Portal,Collection Call,Explained late payment fees and implications,Company,Rakesh Mishra,REP000028,INV0004885,Follow-up Required,
INT0004891,CUST000490,JSW Power Enterprises,2024-12-06,Site Visit,General Inquiry,Responded to statement request,Company,Rajesh Joshi,REP000049,,Follow-up Required,
INT0004892,CUST000490,JSW Power Enterprises,2024-11-06,Chat,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0004897,Resolved,
INT0004893,CUST000490,JSW Power Enterprises,2025-03-25,Meeting,Collection Call,Customer promised payment by next week,Company,Vijay Gupta,REP000003,INV0004897,Pending,
INT0004894,CUST000490,JSW Power Enterprises,2025-01-31,Meeting,Collection Call,Customer disputed invoice amount,Company,Rakesh Gupta,REP000008,INV0004897,Follow-up Required,
INT0004895,CUST000490,JSW Power Enterprises,2024-11-07,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sunita Gupta,REP000015,INV0004894,Resolved,
INT0004896,CUST000490,JSW Power Enterprises,2025-03-11,Site Visit,Collection Call,Customer disputed invoice amount,Company,Geeta Gupta,REP000020,INV0004894,Pending,
INT0004901,CUST000491,Godrej Power Enterprises,2025-01-14,Meeting,Account Review,Negotiated new payment terms,Company,Kavita Mishra,REP000038,,Follow-up Required,
INT0004902,CUST000491,Godrej Power Enterprises,2025-02-02,Email,Dispute Resolution,Resolved shipping discrepancy,Company,Rakesh Joshi,REP000048,INV0004903,Resolved,
INT0004903,CUST000491,Godrej Power Enterprises,2024-12-17,Email,Payment Confirmation,Updated records with new payment details,Company,Rani Gupta,REP000014,INV0004902,Pending,
INT0004904,CUST000491,Godrej Power Enterprises,2024-12-16,Site Visit,Collection Call,Customer disputed invoice amount,Company,Vijay Gupta,REP000003,INV0004901,Follow-up Required,
INT0004905,CUST000491,Godrej Power Enterprises,2025-01-19,Call,General Inquiry,Shared payment history report,Customer,Raj Gupta,REP000001,,Resolved,
INT0004906,CUST000491,Godrej Power Enterprises,2024-12-17,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Raj Mishra,REP000021,INV0004905,Pending,
INT0004907,CUST000491,Godrej Power Enterprises,2024-12-07,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Joshi,REP000048,INV0004901,Follow-up Required,
INT0004908,CUST000491,Godrej Power Enterprises,2025-02-13,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Raj Joshi,REP000041,INV0004904,Resolved,
INT0004911,CUST000492,L&T Power Enterprises,2024-12-10,Site Visit,Collection Call,Customer disputed invoice amount,Company,Vijay Gupta,REP000003,INV0004912,Follow-up Required,
INT0004912,CUST000492,L&T Power Enterprises,2024-12-09,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Amit Joshi,REP000042,,Resolved,
INT0004913,CUST000492,L&T Power Enterprises,2025-03-21,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Gupta,REP000006,INV0004912,Pending,
INT0004914,CUST000492,L&T Power Enterprises,2025-04-16,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sanjay Joshi,REP000047,INV0004912,Follow-up Required,
INT0004921,CUST000493,ICICI Power Enterprises,2024-11-16,Call,Collection Call,Customer promised payment by next week,Company,Rajesh Joshi,REP000049,INV0004924,Follow-up Required,
INT0004922,CUST000493,ICICI Power Enterprises,2024-11-02,Chat,Collection Call,Customer promised payment by next week,Company,Anil Gupta,REP000005,INV0004921,Resolved,
INT0004923,CUST000493,ICICI Power Enterprises,2024-10-13,Video Call,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0004924,Pending,
INT0004924,CUST000493,ICICI Power Enterprises,2025-02-06,Email,General Inquiry,Provided account balance information,Customer,Rani Mishra,REP000034,,Follow-up Required,
INT0004925,CUST000493,ICICI Power Enterprises,2025-02-07,Email,Collection Call,Discussed payment of overdue invoices,Company,Priya Mishra,REP000031,INV0004925,Resolved,
INT0004926,CUST000493,ICICI Power Enterprises,2025-03-21,Email,Collection Call,Left voicemail regarding overdue payment,Company,Amit Joshi,REP000042,INV0004924,Pending,
INT0004927,CUST000493,ICICI Power Enterprises,2024-10-26,Chat,Account Review,Reviewed credit limit and payment history,Company,Sanjay Mishra,REP000027,,Follow-up Required,
INT0004928,CUST000493,ICICI Power Enterprises,2025-03-11,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Gupta,REP000009,INV0004924,Resolved,
INT0004929,CUST000493,ICICI Power Enterprises,2024-12-06,Site Visit,Dispute Resolution,Resolved shipping discrepancy,Customer,Rahul Joshi,REP000046,INV0004924,Pending,
INT0004930,CUST000493,ICICI Power Enterprises,2025-02-23,Video Call,Account Review,Reviewed credit limit and payment history,Company,Rakesh Gupta,REP000008,,Follow-up Required,
INT0004931,CUST000493,ICICI Power Enterprises,2025-03-11,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Sunil Joshi,REP000044,INV0004924,Resolved,
INT0004931,CUST000494,SBI Power Enterprises,2025-03-13,Call,Collection Call,Customer promised payment by next week,Company,Raj Mishra,REP000021,INV0004932,Follow-up Required,
INT0004932,CUST000494,SBI Power Enterprises,2025-03-16,Meeting,Payment Confirmation,Verified payment receipt for invoice,Company,Rani Mishra,REP000034,INV0004932,Resolved,
INT0004933,CUST000494,SBI Power Enterprises,2024-11-11,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Mishra,REP000033,INV0004932,Pending,
INT0004934,CUST000494,SBI Power Enterprises,2024-11-13,Email,Dispute Resolution,Discussed quality issues with recent shipment,Company,Amit Joshi,REP000042,INV0004931,Follow-up Required,
INT0004935,CUST000494,SBI Power Enterprises,2025-01-06,Video Call,Collection Call,Customer promised payment by next week,Company,Vijay Mishra,REP000023,INV0004932,Resolved,
INT0004936,CUST000494,SBI Power Enterprises,2024-12-09,Web Portal,Payment Confirmation,Confirmed check has been processed,Company,Ashok Gupta,REP000010,INV0004933,Pending,
INT0004941,CUST000495,TCS Power Enterprises,2025-03-08,Chat,Account Review,Quarterly account review meeting,Company,Meena Mishra,REP000037,,Follow-up Required,
INT0004942,CUST000495,TCS Power Enterprises,2024-10-06,Web Portal,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Raj Gupta,REP000001,INV0004945,Resolved,
INT0004943,CUST000495,TCS Power Enterprises,2025-03-28,Chat,General Inquiry,Answered questions about payment methods,Company,Amit Gupta,REP000002,,Pending,
INT0004951,CUST000496,Bajaj Power Enterprises,2025-03-19,Email,Collection Call,Customer disputed invoice amount,Company,Anil Joshi,REP000045,INV0004951,Follow-up Required,
INT0004952,CUST000496,Bajaj Power Enterprises,2025-01-05,Video Call,Collection Call,Customer promised payment by next week,Company,Sunita Mishra,REP000035,INV0004953,Resolved,
INT0004953,CUST000496,Bajaj Power Enterprises,2024-10-12,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Geeta Mishra,REP000040,INV0004953,Pending,
INT0004954,CUST000496,Bajaj Power Enterprises,2025-01-29,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Priya Gupta,REP000011,INV0004953,Follow-up Required,
INT0004955,CUST000496,Bajaj Power Enterprises,2024-12-25,Call,Collection Call,Discussed payment of overdue invoices,Company,Neha Gupta,REP000012,INV0004953,Resolved,
INT0004956,CUST000496,Bajaj Power Enterprises,2025-04-01,Call,Collection Call,Explained late payment fees and implications,Company,Sunil Gupta,REP000004,INV0004953,Pending,
INT0004957,CUST000496,Bajaj Power Enterprises,2025-04-04,Chat,Collection Call,Customer promised payment by next week,Company,Rahul Mishra,REP000026,INV0004953,Follow-up Required,
INT0004961,CUST000497,HCL Power Enterprises,2024-11-23,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Meena Gupta,REP000017,INV0004961,Follow-up Required,
INT0004962,CUST000497,HCL Power Enterprises,2024-10-19,Call,General Inquiry,Provided account balance information,Company,Meena Gupta,REP000017,,Resolved,
INT0004963,CUST000497,HCL Power Enterprises,2024-12-26,Video Call,Dispute Resolution,Clarified invoice line items,Customer,Sanjay Gupta,REP000007,INV0004964,Pending,
INT0004964,CUST000497,HCL Power Enterprises,2024-12-19,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Gupta,REP000007,INV0004961,Follow-up Required,
INT0004965,CUST000497,HCL Power Enterprises,2024-11-18,Site Visit,Collection Call,Customer disputed invoice amount,Company,Ashok Mishra,REP000030,INV0004961,Resolved,
INT0004971,CUST000498,Hindustan Power Enterprises,2025-04-08,Site Visit,General Inquiry,Shared payment history report,Customer,Sanjay Gupta,REP000007,,Follow-up Required,
INT0004972,CUST000498,Hindustan Power Enterprises,2024-11-23,Site Visit,Account Review,Addressed concerns about recent shipments,Company,Anita Mishra,REP000036,,Resolved,
INT0004973,CUST000498,Hindustan Power Enterprises,2024-12-29,Site Visit,General Inquiry,Shared payment history report,Company,Amit Joshi,REP000042,,Pending,
INT0004981,CUST000499,Indian Power Enterprises,2024-10-22,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Mishra,REP000023,INV0004983,Follow-up Required,
INT0004982,CUST000499,Indian Power Enterprises,2024-11-28,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Rani Mishra,REP000034,INV0004983,Resolved,
INT0004983,CUST000499,Indian Power Enterprises,2025-04-05,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Sunil Gupta,REP000004,INV0004981,Pending,
INT0004984,CUST000499,Indian Power Enterprises,2025-01-27,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Neha Gupta,REP000012,INV0004981,Follow-up Required,
INT0004985,CUST000499,Indian Power Enterprises,2024-11-05,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Gupta,REP000009,INV0004982,Resolved,
INT0004986,CUST000499,Indian Power Enterprises,2024-12-04,Meeting,Account Review,Discussed upcoming orders and payment terms,Company,Rakesh Gupta,REP000008,,Pending,
INT0004987,CUST000499,Indian Power Enterprises,2025-04-06,Site Visit,Payment Confirmation,Resolved payment allocation discrepancy,Company,Meena Gupta,REP000017,INV0004981,Follow-up Required,
